,index,shannon,vowels,numbers,dots,length,symbols,f_slash,d_d,d_a,d_s,a_d,a_a,a_s,s_d,s_a,s_s,class
9978,14631,4.0,21,9,1,84,4,7,5.0,1.0,3.0,0.0,46.0,12.0,4.0,10.0,2.0,1
9979,5039,4.0,20,8,2,90,6,5,6.0,0.0,1.0,0.0,49.0,15.0,2.0,14.0,2.0,0
9980,19325,4.0,8,11,2,45,2,6,8.0,0.0,2.0,0.0,20.0,6.0,3.0,5.0,0.0,1
9981,5694,3.0,3,2,1,13,2,1,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0
9982,5119,4.0,12,4,4,48,4,2,3.0,0.0,0.0,0.0,28.0,8.0,1.0,7.0,0.0,0
9983,1134,4.0,21,12,3,84,3,7,9.0,0.0,3.0,0.0,46.0,11.0,3.0,11.0,0.0,0
9984,10996,4.0,38,5,2,134,8,3,2.0,0.0,2.0,0.0,85.0,20.0,3.0,19.0,2.0,1
9985,10278,4.0,28,2,4,102,8,3,0.0,0.0,1.0,0.0,65.0,16.0,2.0,15.0,2.0,1
9986,10451,3.0,12,30,1,84,4,4,9.0,3.0,18.0,11.0,8.0,7.0,10.0,14.0,3.0,1
9987,4017,4.0,17,0,1,44,5,2,0.0,0.0,0.0,0.0,33.0,5.0,0.0,4.0,1.0,0
9988,10409,5.0,24,11,3,163,7,5,0.0,11.0,0.0,11.0,113.0,13.0,0.0,12.0,2.0,1
9989,2424,4.0,12,0,2,39,2,1,0.0,0.0,0.0,0.0,32.0,3.0,0.0,3.0,0.0,0
9990,4138,4.0,14,4,3,49,2,4,3.0,1.0,0.0,1.0,29.0,7.0,0.0,7.0,0.0,0
9991,12048,4.0,9,0,2,46,3,4,0.0,0.0,0.0,0.0,30.0,8.0,0.0,7.0,0.0,1
9992,859,3.0,11,0,3,37,2,1,0.0,0.0,0.0,0.0,28.0,4.0,0.0,4.0,0.0,0
9993,2962,4.0,14,0,2,53,3,4,0.0,0.0,0.0,0.0,38.0,7.0,0.0,7.0,0.0,0
9994,2426,3.0,12,0,2,32,3,2,0.0,0.0,0.0,0.0,21.0,5.0,0.0,5.0,0.0,0
9995,18565,4.0,25,6,3,91,7,3,4.0,0.0,1.0,0.0,56.0,13.0,2.0,12.0,2.0,1
9996,7674,4.0,19,2,2,64,3,3,1.0,0.0,1.0,1.0,45.0,7.0,0.0,8.0,0.0,0
9997,19167,3.0,6,0,1,21,1,0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,0.0,1
9998,4937,4.0,27,8,1,103,3,6,5.0,0.0,3.0,0.0,66.0,13.0,3.0,12.0,0.0,0
9999,10896,3.0,12,31,1,90,4,4,10.0,3.0,18.0,10.0,10.0,9.0,11.0,15.0,3.0,1
10000,5285,3.0,3,0,1,15,2,1,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0
10001,8367,3.0,18,0,2,52,2,1,0.0,0.0,0.0,0.0,45.0,3.0,0.0,3.0,0.0,0
10002,12905,4.0,4,13,4,37,3,4,8.0,0.0,4.0,1.0,11.0,3.0,4.0,3.0,2.0,1
10003,2093,4.0,5,8,2,34,2,3,7.0,0.0,1.0,0.0,16.0,4.0,1.0,4.0,0.0,0
10004,18424,4.0,10,1,1,45,3,6,0.0,0.0,0.0,0.0,30.0,6.0,1.0,5.0,2.0,1
10005,11336,4.0,40,3,3,142,7,3,0.0,0.0,2.0,0.0,94.0,20.0,3.0,19.0,3.0,1
10006,11683,3.0,7,6,2,28,1,0,4.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,0.0,1
10007,7817,3.0,12,0,2,32,3,2,0.0,0.0,0.0,0.0,22.0,5.0,0.0,4.0,0.0,0
10008,1920,4.0,15,0,1,48,2,4,0.0,0.0,0.0,0.0,37.0,5.0,0.0,5.0,0.0,0
10009,82,4.0,11,10,1,47,2,4,9.0,0.0,1.0,0.0,28.0,4.0,1.0,3.0,0.0,0
10010,13318,4.0,12,5,1,45,3,6,4.0,0.0,0.0,0.0,26.0,6.0,1.0,5.0,2.0,1
10011,17657,4.0,24,0,2,85,4,7,0.0,0.0,0.0,0.0,60.0,11.0,0.0,11.0,2.0,1
10012,4396,4.0,17,12,3,75,6,2,9.0,0.0,2.0,2.0,35.0,12.0,1.0,13.0,0.0,0
10013,8475,4.0,20,7,2,81,3,3,6.0,0.0,1.0,0.0,48.0,12.0,1.0,12.0,0.0,0
10014,1813,4.0,8,5,1,40,4,4,3.0,0.0,1.0,0.0,22.0,6.0,2.0,5.0,0.0,0
10015,1271,4.0,14,0,2,52,3,4,0.0,0.0,0.0,0.0,37.0,7.0,0.0,7.0,0.0,0
10016,15226,4.0,20,11,3,93,9,3,6.0,1.0,4.0,0.0,47.0,14.0,5.0,13.0,2.0,1
10017,2994,4.0,7,3,1,36,3,3,2.0,1.0,0.0,1.0,19.0,6.0,0.0,6.0,0.0,0
10018,18999,3.0,6,0,3,29,2,1,0.0,0.0,0.0,0.0,20.0,4.0,0.0,4.0,0.0,1
10019,15674,4.0,41,11,5,168,8,3,8.0,0.0,3.0,0.0,105.0,23.0,3.0,23.0,2.0,1
10020,15438,4.0,16,0,1,57,4,6,0.0,0.0,0.0,0.0,40.0,7.0,0.0,7.0,2.0,1
10021,18407,4.0,42,6,3,146,8,3,3.0,0.0,2.0,0.0,90.0,23.0,3.0,22.0,2.0,1
10022,18369,4.0,14,3,2,63,8,3,2.0,0.0,0.0,0.0,38.0,10.0,1.0,9.0,2.0,1
10023,2642,4.0,8,8,2,39,2,4,5.0,0.0,3.0,0.0,22.0,3.0,3.0,2.0,0.0,0
10024,9280,4.0,17,16,1,62,3,3,14.0,0.0,1.0,0.0,31.0,7.0,2.0,6.0,0.0,0
10025,16719,4.0,11,1,2,60,6,3,0.0,0.0,1.0,0.0,38.0,9.0,1.0,8.0,2.0,1
10026,4195,3.0,6,0,1,18,2,1,0.0,0.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0,0
10027,13032,3.0,11,28,1,81,4,4,8.0,3.0,17.0,11.0,8.0,7.0,9.0,14.0,3.0,1
10028,12768,4.0,7,13,4,47,4,4,8.0,0.0,4.0,1.0,19.0,4.0,4.0,4.0,2.0,1
10029,12360,4.0,14,0,1,53,4,5,0.0,0.0,0.0,0.0,37.0,7.0,0.0,6.0,2.0,1
10030,3849,4.0,8,6,1,37,3,5,3.0,1.0,2.0,0.0,18.0,5.0,3.0,4.0,0.0,0
10031,19857,4.0,23,4,3,86,7,4,2.0,0.0,1.0,0.0,51.0,14.0,2.0,13.0,2.0,1
10032,18372,5.0,21,10,3,133,6,5,0.0,10.0,0.0,10.0,88.0,11.0,0.0,11.0,2.0,1
10033,16194,2.0,5,0,1,14,1,0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,1
10034,15253,3.0,14,0,1,28,1,0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,1.0,0.0,1
10035,16193,4.0,13,0,2,41,2,2,0.0,0.0,0.0,0.0,32.0,4.0,0.0,4.0,0.0,1
10036,3554,4.0,14,0,2,58,3,3,0.0,0.0,0.0,0.0,41.0,8.0,0.0,8.0,0.0,0
10037,13237,3.0,7,1,2,22,2,3,0.0,0.0,1.0,1.0,11.0,4.0,0.0,4.0,0.0,1
10038,2600,4.0,9,8,2,37,3,2,7.0,0.0,1.0,1.0,19.0,4.0,0.0,4.0,0.0,0
10039,17272,4.0,29,4,4,104,7,3,2.0,0.0,1.0,0.0,67.0,15.0,2.0,14.0,2.0,1
10040,1518,3.0,7,1,1,30,3,3,0.0,1.0,0.0,1.0,18.0,5.0,0.0,4.0,0.0,0
10041,4117,4.0,10,9,2,44,3,2,8.0,0.0,1.0,0.0,22.0,6.0,1.0,5.0,0.0,0
10042,10825,4.0,8,0,3,36,2,2,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,0.0,1
10043,5755,5.0,36,36,8,180,7,6,20.0,16.0,0.0,15.0,85.0,21.0,1.0,20.0,1.0,0
10044,5633,4.0,23,2,2,63,5,2,1.0,1.0,0.0,0.0,46.0,7.0,1.0,6.0,0.0,0
10045,8399,4.0,18,6,2,70,3,3,4.0,0.0,2.0,0.0,45.0,8.0,2.0,8.0,0.0,0
10046,18163,4.0,9,14,8,69,6,5,8.0,0.0,5.0,1.0,25.0,11.0,5.0,11.0,2.0,1
10047,13065,4.0,10,3,4,48,5,3,2.0,0.0,0.0,0.0,27.0,8.0,1.0,7.0,2.0,1
10048,7162,3.0,14,0,2,36,3,2,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,0.0,0
10049,14256,4.0,17,20,3,76,4,4,13.0,7.0,0.0,6.0,33.0,7.0,1.0,6.0,2.0,1
10050,11737,4.0,6,30,4,74,4,7,21.0,4.0,5.0,5.0,17.0,7.0,4.0,8.0,2.0,1
10051,15441,4.0,19,5,3,92,5,11,3.0,1.0,1.0,2.0,53.0,14.0,0.0,15.0,2.0,1
10052,1988,3.0,6,0,1,16,2,2,0.0,0.0,0.0,0.0,10.0,3.0,0.0,2.0,0.0,0
10053,7737,4.0,2,12,1,29,2,4,10.0,0.0,2.0,0.0,9.0,3.0,2.0,2.0,0.0,0
10054,10561,3.0,7,0,1,20,1,0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,1
10055,201,3.0,9,0,3,36,3,2,0.0,0.0,0.0,0.0,23.0,6.0,0.0,5.0,1.0,0
10056,19103,4.0,15,4,2,54,3,5,3.0,1.0,0.0,0.0,35.0,6.0,1.0,5.0,2.0,1
10057,15166,4.0,14,2,2,59,5,6,1.0,1.0,0.0,0.0,36.0,7.0,1.0,6.0,6.0,1
10058,4855,4.0,31,18,1,115,3,5,11.0,2.0,5.0,0.0,68.0,12.0,7.0,9.0,0.0,0
10059,18875,3.0,6,0,1,34,3,4,0.0,0.0,0.0,0.0,24.0,4.0,0.0,3.0,2.0,1
10060,9741,4.0,16,0,3,55,3,1,0.0,0.0,0.0,0.0,42.0,6.0,0.0,6.0,0.0,0
10061,12502,3.0,10,0,3,36,3,3,0.0,0.0,0.0,0.0,23.0,5.0,0.0,5.0,2.0,1
10062,15950,3.0,3,0,1,13,1,0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,1
10063,3765,4.0,13,4,3,49,3,4,3.0,0.0,1.0,1.0,29.0,6.0,0.0,7.0,1.0,0
10064,17367,3.0,10,0,1,22,1,0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,0.0,1
10065,13452,4.0,22,6,3,84,7,3,4.0,0.0,1.0,0.0,49.0,13.0,2.0,12.0,2.0,1
10066,6432,4.0,14,0,1,42,7,1,0.0,0.0,0.0,0.0,26.0,7.0,0.0,7.0,1.0,0
10067,7846,4.0,20,7,2,78,3,2,3.0,3.0,1.0,2.0,47.0,10.0,2.0,9.0,0.0,0
10068,12253,4.0,32,23,2,154,8,7,16.0,7.0,0.0,6.0,80.0,21.0,1.0,20.0,2.0,1
10069,16402,3.0,6,0,1,18,1,0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,1
10070,16433,4.0,11,3,2,53,5,4,2.0,0.0,0.0,0.0,34.0,7.0,1.0,6.0,2.0,1
10071,887,5.0,19,24,2,108,4,2,15.0,8.0,1.0,9.0,63.0,5.0,0.0,5.0,1.0,0
10072,6261,3.0,6,1,3,26,2,1,0.0,1.0,0.0,0.0,16.0,4.0,1.0,3.0,0.0,0
10073,6989,4.0,21,6,2,62,5,2,5.0,0.0,0.0,0.0,36.0,10.0,1.0,9.0,0.0,0
10074,6043,4.0,24,2,2,67,5,2,1.0,1.0,0.0,0.0,50.0,7.0,1.0,6.0,0.0,0
10075,10808,4.0,12,16,2,67,4,5,9.0,0.0,6.0,0.0,29.0,7.0,7.0,6.0,2.0,1
10076,1424,4.0,10,9,3,64,6,3,6.0,0.0,2.0,0.0,32.0,9.0,3.0,8.0,3.0,0
10077,16523,3.0,12,0,3,43,2,2,0.0,0.0,0.0,0.0,32.0,5.0,0.0,5.0,0.0,1
10078,15924,4.0,11,0,3,52,4,3,0.0,0.0,0.0,0.0,33.0,8.0,0.0,8.0,2.0,1
10079,112,4.0,35,1,1,122,6,3,0.0,0.0,0.0,0.0,77.0,21.0,1.0,20.0,2.0,0
10080,8160,4.0,12,9,1,40,3,3,8.0,0.0,0.0,0.0,21.0,5.0,1.0,4.0,0.0,0
10081,18692,4.0,29,4,3,105,8,3,2.0,0.0,1.0,0.0,70.0,14.0,2.0,13.0,2.0,1
10082,16199,4.0,20,0,4,77,3,5,0.0,0.0,0.0,0.0,58.0,8.0,0.0,8.0,2.0,1
10083,4559,4.0,13,1,2,45,3,3,0.0,0.0,1.0,0.0,32.0,5.0,1.0,5.0,0.0,0
10084,17628,4.0,17,0,3,63,4,5,0.0,0.0,0.0,0.0,42.0,9.0,0.0,9.0,2.0,1
10085,11442,4.0,26,4,4,90,7,3,2.0,0.0,1.0,0.0,55.0,14.0,2.0,13.0,2.0,1
10086,11254,4.0,7,0,3,40,4,3,0.0,0.0,0.0,0.0,25.0,6.0,0.0,6.0,2.0,1
10087,17910,4.0,10,2,3,52,4,5,1.0,0.0,1.0,0.0,32.0,7.0,1.0,7.0,2.0,1
10088,8566,3.0,6,2,2,23,3,2,1.0,0.0,1.0,1.0,11.0,4.0,0.0,4.0,0.0,0
10089,16311,4.0,25,2,3,89,7,3,0.0,0.0,1.0,0.0,58.0,13.0,2.0,12.0,2.0,1
10090,10758,3.0,12,18,1,63,4,4,5.0,1.0,12.0,9.0,9.0,6.0,4.0,13.0,3.0,1
10091,3731,3.0,13,0,1,28,2,1,0.0,0.0,0.0,0.0,23.0,2.0,0.0,2.0,0.0,0
10092,18967,4.0,24,2,1,79,4,6,1.0,0.0,0.0,0.0,55.0,10.0,1.0,9.0,2.0,1
10093,4986,4.0,25,8,3,104,4,4,6.0,0.0,2.0,0.0,51.0,20.0,2.0,20.0,2.0,0
10094,2763,3.0,10,0,2,30,2,1,0.0,0.0,0.0,0.0,24.0,3.0,0.0,2.0,0.0,0
10095,13794,4.0,19,3,3,75,7,3,1.0,0.0,1.0,1.0,46.0,11.0,1.0,11.0,2.0,1
10096,18305,4.0,11,0,2,44,3,4,0.0,0.0,0.0,0.0,31.0,5.0,0.0,5.0,2.0,1
10097,1855,4.0,32,52,14,165,3,1,30.0,20.0,2.0,20.0,63.0,14.0,2.0,13.0,0.0,0
10098,15599,3.0,7,0,3,37,3,2,0.0,0.0,0.0,0.0,24.0,6.0,0.0,6.0,0.0,1
10099,12812,4.0,29,4,4,104,7,3,2.0,0.0,1.0,0.0,67.0,15.0,2.0,14.0,2.0,1
10100,999,3.0,7,0,2,29,2,2,0.0,0.0,0.0,0.0,20.0,4.0,0.0,4.0,0.0,0
10101,389,5.0,76,49,3,345,9,3,10.0,35.0,4.0,33.0,215.0,20.0,6.0,18.0,3.0,0
10102,11599,4.0,7,3,4,42,3,3,2.0,0.0,1.0,1.0,22.0,7.0,0.0,8.0,0.0,1
10103,6426,3.0,4,0,1,16,2,1,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0,0
10104,10578,3.0,3,0,2,20,2,2,0.0,0.0,0.0,0.0,12.0,4.0,0.0,3.0,0.0,1
10105,19160,4.0,17,20,3,76,4,4,13.0,7.0,0.0,6.0,33.0,7.0,1.0,6.0,2.0,1
10106,8112,4.0,9,10,3,48,2,3,9.0,0.0,1.0,0.0,26.0,5.0,1.0,5.0,0.0,0
10107,4997,4.0,16,3,2,67,5,1,2.0,0.0,0.0,0.0,40.0,12.0,1.0,11.0,0.0,0
10108,14211,4.0,9,0,3,35,3,1,0.0,0.0,0.0,0.0,24.0,5.0,0.0,5.0,0.0,1
10109,19205,4.0,14,0,5,62,3,6,0.0,0.0,0.0,0.0,39.0,10.0,0.0,10.0,2.0,1
10110,4796,3.0,19,0,2,55,3,3,0.0,0.0,0.0,0.0,41.0,7.0,0.0,6.0,0.0,0
10111,4769,4.0,13,0,2,41,3,2,0.0,0.0,0.0,0.0,28.0,6.0,0.0,6.0,0.0,0
10112,11065,4.0,7,2,2,30,3,2,1.0,0.0,1.0,1.0,19.0,2.0,0.0,3.0,2.0,1
10113,4173,4.0,11,6,1,39,3,4,4.0,0.0,2.0,0.0,19.0,6.0,2.0,5.0,0.0,0
10114,19153,4.0,16,3,6,84,6,7,0.0,0.0,2.0,0.0,51.0,13.0,3.0,12.0,2.0,1
10115,1907,4.0,14,0,3,46,2,3,0.0,0.0,0.0,0.0,33.0,6.0,0.0,6.0,0.0,0
10116,4946,4.0,7,4,2,30,3,1,3.0,0.0,1.0,0.0,17.0,4.0,0.0,4.0,0.0,0
10117,8560,4.0,13,0,2,51,3,1,0.0,0.0,0.0,0.0,34.0,8.0,0.0,8.0,0.0,0
10118,6033,4.0,13,0,3,50,3,3,0.0,0.0,0.0,0.0,30.0,8.0,0.0,8.0,3.0,0
10119,7619,4.0,13,2,2,48,3,3,1.0,0.0,1.0,1.0,33.0,5.0,0.0,6.0,0.0,0
10120,1151,4.0,25,3,3,90,8,3,0.0,2.0,0.0,0.0,55.0,15.0,3.0,12.0,2.0,0
10121,18239,3.0,8,0,3,39,2,1,0.0,0.0,0.0,0.0,30.0,4.0,0.0,4.0,0.0,1
10122,9689,3.0,8,1,2,28,2,1,0.0,0.0,1.0,1.0,21.0,2.0,0.0,2.0,0.0,0
10123,7106,4.0,28,8,1,104,3,6,5.0,0.0,3.0,0.0,67.0,13.0,3.0,12.0,0.0,0
10124,18860,4.0,12,0,2,48,4,5,0.0,0.0,0.0,0.0,30.0,8.0,0.0,7.0,2.0,1
10125,4287,3.0,12,0,2,32,3,2,0.0,0.0,0.0,0.0,21.0,5.0,0.0,5.0,0.0,0
10126,2230,4.0,12,5,2,49,4,2,4.0,0.0,0.0,0.0,32.0,6.0,1.0,5.0,0.0,0
10127,174,4.0,14,0,3,56,3,3,0.0,0.0,0.0,0.0,37.0,9.0,0.0,9.0,0.0,0
10128,8752,4.0,15,0,1,49,5,2,0.0,0.0,0.0,0.0,35.0,6.0,0.0,6.0,1.0,0
10129,3408,4.0,15,0,1,54,3,3,0.0,0.0,0.0,0.0,38.0,8.0,0.0,7.0,0.0,0
10130,1538,4.0,8,8,3,45,2,4,5.0,0.0,3.0,0.0,25.0,4.0,3.0,4.0,0.0,0
10131,2292,4.0,12,25,2,72,2,6,15.0,9.0,1.0,8.0,24.0,7.0,2.0,5.0,0.0,0
10132,9523,4.0,8,1,1,31,4,1,0.0,1.0,0.0,1.0,20.0,4.0,0.0,4.0,0.0,0
10133,1363,3.0,10,1,1,38,3,3,0.0,1.0,0.0,1.0,23.0,6.0,0.0,6.0,0.0,0
10134,4357,4.0,16,7,2,60,5,2,6.0,0.0,0.0,0.0,39.0,7.0,1.0,6.0,0.0,0
10135,680,3.0,4,0,2,15,2,1,0.0,0.0,0.0,0.0,9.0,3.0,0.0,2.0,0.0,0
10136,13050,4.0,23,3,3,86,7,3,1.0,0.0,1.0,0.0,54.0,13.0,2.0,12.0,2.0,1
10137,3664,4.0,7,0,1,26,3,2,0.0,0.0,0.0,0.0,17.0,4.0,0.0,4.0,0.0,0
10138,508,4.0,12,0,3,37,3,2,0.0,0.0,0.0,0.0,23.0,6.0,0.0,6.0,1.0,0
10139,166,4.0,14,5,2,54,3,2,4.0,0.0,1.0,0.0,32.0,7.0,1.0,7.0,1.0,0
10140,13689,5.0,26,19,2,183,7,3,4.0,14.0,0.0,15.0,125.0,11.0,0.0,11.0,2.0,1
10141,18245,4.0,6,2,4,33,3,3,1.0,0.0,1.0,1.0,16.0,5.0,0.0,6.0,2.0,1
10142,1914,4.0,13,0,1,38,3,2,0.0,0.0,0.0,0.0,29.0,4.0,0.0,4.0,0.0,0
10143,7263,4.0,4,4,1,20,4,1,3.0,0.0,0.0,0.0,9.0,3.0,1.0,2.0,1.0,0
10144,10728,4.0,24,4,2,78,3,6,3.0,0.0,1.0,1.0,57.0,6.0,0.0,7.0,2.0,1
10145,1104,4.0,9,0,1,31,4,1,0.0,0.0,0.0,0.0,22.0,4.0,0.0,4.0,0.0,0
10146,12067,3.0,12,0,2,36,2,3,0.0,0.0,0.0,0.0,26.0,5.0,0.0,4.0,0.0,1
10147,2610,4.0,23,5,1,87,5,3,4.0,0.0,0.0,1.0,53.0,13.0,0.0,13.0,2.0,0
10148,9944,4.0,28,0,2,81,3,5,0.0,0.0,0.0,0.0,59.0,11.0,0.0,10.0,0.0,0
10149,5310,4.0,26,4,2,94,7,5,1.0,0.0,2.0,1.0,63.0,11.0,2.0,11.0,2.0,0
10150,18619,4.0,31,20,3,141,7,3,11.0,0.0,9.0,0.0,74.0,18.0,9.0,17.0,2.0,1
10151,11108,4.0,10,0,3,42,3,4,0.0,0.0,0.0,0.0,28.0,6.0,0.0,5.0,2.0,1
10152,11156,4.0,8,2,3,41,5,3,1.0,0.0,0.0,0.0,23.0,7.0,1.0,6.0,2.0,1
10153,152,3.0,5,0,1,18,2,2,0.0,0.0,0.0,0.0,12.0,3.0,0.0,2.0,0.0,0
10154,13422,4.0,5,4,2,27,2,2,3.0,0.0,0.0,1.0,14.0,4.0,0.0,4.0,0.0,1
10155,2832,4.0,8,5,2,46,4,3,4.0,0.0,0.0,0.0,27.0,7.0,1.0,6.0,0.0,0
10156,19898,4.0,36,6,16,149,4,3,0.0,6.0,0.0,6.0,97.0,18.0,0.0,18.0,3.0,1
10157,16858,4.0,12,0,4,57,3,6,0.0,0.0,0.0,0.0,37.0,8.0,0.0,8.0,3.0,1
10158,3551,4.0,14,1,4,48,2,4,0.0,1.0,0.0,1.0,29.0,8.0,0.0,8.0,0.0,0
10159,17462,3.0,15,34,1,99,4,4,9.0,3.0,22.0,15.0,9.0,8.0,10.0,19.0,3.0,1
10160,18545,3.0,9,0,1,23,1,0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,0.0,1
10161,12541,4.0,9,1,3,37,2,5,0.0,0.0,1.0,0.0,20.0,7.0,1.0,7.0,0.0,1
10162,4538,4.0,21,15,2,88,4,7,11.0,0.0,4.0,0.0,43.0,12.0,4.0,11.0,2.0,0
10163,14367,3.0,11,22,1,72,4,4,6.0,1.0,15.0,11.0,9.0,6.0,5.0,15.0,3.0,1
10164,18186,4.0,6,2,1,33,3,4,0.0,2.0,0.0,2.0,18.0,4.0,0.0,4.0,2.0,1
10165,10014,3.0,5,4,2,27,2,2,3.0,0.0,0.0,1.0,14.0,4.0,0.0,4.0,0.0,1
10166,12278,4.0,34,20,3,151,8,3,13.0,0.0,6.0,1.0,84.0,19.0,6.0,19.0,2.0,1
10167,17403,3.0,5,3,2,26,2,2,2.0,0.0,0.0,1.0,14.0,4.0,0.0,4.0,0.0,1
10168,15088,4.0,40,6,3,150,8,3,2.0,0.0,3.0,0.0,92.0,23.0,4.0,22.0,3.0,1
10169,19027,4.0,6,1,3,35,4,3,0.0,0.0,0.0,0.0,20.0,6.0,1.0,5.0,2.0,1
10170,5141,4.0,13,3,2,38,3,2,2.0,0.0,1.0,0.0,23.0,5.0,1.0,5.0,0.0,0
10171,11814,4.0,13,7,3,68,6,5,6.0,0.0,1.0,0.0,37.0,10.0,1.0,10.0,2.0,1
10172,18718,3.0,8,0,2,28,2,2,0.0,0.0,0.0,0.0,20.0,4.0,0.0,3.0,0.0,1
10173,3450,4.0,11,6,2,44,2,3,4.0,2.0,0.0,0.0,27.0,5.0,2.0,3.0,0.0,0
10174,16589,4.0,25,5,4,101,7,3,3.0,0.0,2.0,0.0,61.0,15.0,2.0,15.0,2.0,1
10175,13156,4.0,32,8,3,122,7,3,4.0,0.0,4.0,1.0,74.0,16.0,3.0,17.0,2.0,1
10176,2749,4.0,15,4,1,40,3,2,3.0,0.0,0.0,0.0,24.0,6.0,1.0,5.0,0.0,0
10177,12707,4.0,37,7,3,130,8,3,4.0,0.0,3.0,0.0,79.0,19.0,3.0,19.0,2.0,1
10178,13131,4.0,10,0,3,47,4,4,0.0,0.0,0.0,0.0,30.0,7.0,0.0,7.0,2.0,1
10179,12251,4.0,16,0,2,46,2,2,0.0,0.0,0.0,0.0,38.0,4.0,0.0,3.0,0.0,1
10180,10179,3.0,7,0,3,35,2,1,0.0,0.0,0.0,0.0,26.0,4.0,0.0,4.0,0.0,1
10181,5810,4.0,10,2,2,37,2,3,1.0,0.0,1.0,1.0,24.0,4.0,0.0,5.0,0.0,0
10182,5634,4.0,26,4,1,87,3,2,3.0,0.0,1.0,0.0,56.0,13.0,1.0,12.0,0.0,0
10183,11580,3.0,8,0,2,30,2,2,0.0,0.0,0.0,0.0,22.0,4.0,0.0,3.0,0.0,1
10184,13926,4.0,49,7,3,150,8,4,4.0,0.0,2.0,0.0,101.0,19.0,3.0,18.0,2.0,1
10185,19164,4.0,14,6,2,67,4,6,4.0,0.0,2.0,0.0,40.0,8.0,2.0,8.0,2.0,1
10186,1380,3.0,12,0,2,28,2,2,0.0,0.0,0.0,0.0,19.0,4.0,0.0,4.0,0.0,0
10187,18637,4.0,28,4,3,96,8,3,2.0,0.0,1.0,0.0,61.0,14.0,2.0,13.0,2.0,1
10188,14901,3.0,11,0,1,34,2,3,0.0,0.0,0.0,0.0,26.0,4.0,0.0,3.0,0.0,1
10189,3832,4.0,33,4,1,111,3,6,3.0,0.0,1.0,0.0,76.0,15.0,1.0,14.0,0.0,0
10190,4776,4.0,15,2,2,48,3,1,1.0,1.0,0.0,0.0,35.0,5.0,1.0,4.0,0.0,0
10191,4276,3.0,10,1,2,34,2,2,0.0,0.0,1.0,1.0,24.0,3.0,0.0,4.0,0.0,0
10192,4958,4.0,12,8,1,54,3,2,6.0,0.0,1.0,0.0,33.0,6.0,2.0,5.0,0.0,0
10193,17621,4.0,25,4,3,86,7,3,2.0,0.0,1.0,0.0,53.0,13.0,2.0,12.0,2.0,1
10194,16662,4.0,8,0,3,45,3,3,0.0,0.0,0.0,0.0,32.0,5.0,0.0,5.0,2.0,1
10195,7415,3.0,7,0,1,24,3,1,0.0,0.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0,0
10196,3252,4.0,6,10,3,42,2,2,9.0,0.0,1.0,0.0,22.0,4.0,1.0,4.0,0.0,0
10197,16960,4.0,27,7,3,97,7,3,5.0,0.0,1.0,0.0,59.0,14.0,2.0,13.0,2.0,1
10198,16673,4.0,8,2,2,64,6,5,0.0,0.0,2.0,0.0,35.0,10.0,2.0,9.0,5.0,1
10199,19637,4.0,12,0,4,45,3,3,0.0,0.0,0.0,0.0,28.0,8.0,0.0,8.0,0.0,1
10200,17811,4.0,13,10,2,71,5,6,7.0,2.0,1.0,0.0,37.0,10.0,3.0,8.0,2.0,1
10201,14300,5.0,38,26,2,237,7,3,4.0,22.0,0.0,22.0,163.0,12.0,0.0,11.0,2.0,1
10202,15523,4.0,10,0,3,39,3,3,0.0,0.0,0.0,0.0,26.0,5.0,0.0,5.0,2.0,1
10203,14270,4.0,12,2,3,68,7,3,1.0,0.0,0.0,0.0,40.0,12.0,1.0,11.0,2.0,1
10204,12327,4.0,26,3,3,87,7,3,1.0,0.0,1.0,0.0,55.0,13.0,2.0,12.0,2.0,1
10205,11546,4.0,9,5,3,42,1,0,3.0,1.0,1.0,2.0,29.0,2.0,0.0,3.0,0.0,1
10206,15639,4.0,9,0,3,51,4,3,0.0,0.0,0.0,0.0,30.0,9.0,0.0,9.0,2.0,1
10207,15042,4.0,3,7,2,39,3,5,5.0,0.0,2.0,0.0,19.0,4.0,2.0,4.0,2.0,1
10208,14208,4.0,21,0,2,71,4,8,0.0,0.0,0.0,0.0,49.0,10.0,0.0,9.0,2.0,1
10209,2468,3.0,13,0,2,32,3,2,0.0,0.0,0.0,0.0,21.0,5.0,0.0,5.0,0.0,0
