,index,shannon,vowels,numbers,dots,length,symbols,f_slash,d_d,d_a,d_s,a_d,a_a,a_s,s_d,s_a,s_s,class
0,7070,4.0,29,0,2,101,4,4,0.0,0.0,0.0,0.0,66.0,16.0,0.0,16.0,2.0,0
1,13010,4.0,9,0,2,36,4,2,0.0,0.0,0.0,0.0,24.0,5.0,0.0,5.0,1.0,1
2,6688,4.0,10,7,1,43,2,4,5.0,0.0,2.0,1.0,27.0,3.0,1.0,3.0,0.0,0
3,9976,4.0,30,2,1,108,3,2,1.0,1.0,0.0,0.0,73.0,16.0,1.0,15.0,0.0,0
4,5175,4.0,20,4,2,70,7,2,2.0,2.0,0.0,0.0,44.0,10.0,2.0,8.0,1.0,0
5,19353,3.0,3,0,1,15,1,0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,1
6,13415,4.0,26,4,3,95,7,3,2.0,0.0,1.0,0.0,58.0,15.0,2.0,14.0,2.0,1
7,3087,4.0,20,26,2,92,3,4,19.0,6.0,1.0,6.0,40.0,9.0,1.0,9.0,0.0,0
8,16578,4.0,32,6,3,111,7,6,2.0,0.0,3.0,1.0,71.0,14.0,3.0,14.0,2.0,1
9,17174,4.0,11,2,3,44,2,4,1.0,0.0,1.0,0.0,28.0,6.0,1.0,6.0,0.0,1
10,19607,4.0,26,4,2,94,7,3,1.0,0.0,2.0,0.0,60.0,13.0,3.0,12.0,2.0,1
11,3187,4.0,8,19,1,48,2,4,18.0,0.0,1.0,0.0,20.0,4.0,1.0,3.0,0.0,0
12,16881,3.0,4,3,2,24,2,0,2.0,1.0,0.0,1.0,13.0,3.0,0.0,3.0,0.0,1
13,2030,4.0,14,6,2,63,5,1,5.0,0.0,1.0,0.0,39.0,8.0,1.0,8.0,0.0,0
14,7486,4.0,18,7,3,73,6,2,6.0,0.0,0.0,0.0,42.0,12.0,1.0,11.0,0.0,0
15,245,4.0,26,25,2,118,3,16,12.0,8.0,5.0,8.0,53.0,12.0,5.0,12.0,2.0,0
16,17090,4.0,23,4,2,84,7,4,2.0,0.0,1.0,0.0,51.0,13.0,2.0,12.0,2.0,1
17,15105,4.0,4,10,3,32,3,4,6.0,0.0,4.0,0.0,11.0,2.0,4.0,2.0,2.0,1
18,19568,3.0,1,1,2,19,2,2,0.0,0.0,1.0,1.0,9.0,3.0,0.0,4.0,0.0,1
19,15764,4.0,10,0,4,44,3,2,0.0,0.0,0.0,0.0,29.0,7.0,0.0,7.0,0.0,1
20,14873,3.0,10,0,2,34,3,2,0.0,0.0,0.0,0.0,21.0,6.0,0.0,6.0,0.0,1
21,10936,4.0,25,24,4,104,4,6,16.0,7.0,1.0,7.0,51.0,9.0,1.0,9.0,2.0,1
22,15580,4.0,18,0,2,71,4,4,0.0,0.0,0.0,0.0,48.0,10.0,0.0,10.0,2.0,1
23,10352,4.0,12,2,3,56,4,4,1.0,0.0,1.0,0.0,38.0,6.0,1.0,6.0,2.0,1
24,18270,4.0,14,0,1,46,4,4,0.0,0.0,0.0,0.0,31.0,6.0,0.0,6.0,2.0,1
25,15062,4.0,15,12,4,78,4,5,6.0,1.0,5.0,1.0,39.0,9.0,5.0,9.0,2.0,1
26,3736,4.0,38,0,1,136,6,3,0.0,0.0,0.0,0.0,87.0,23.0,0.0,23.0,2.0,0
27,16444,4.0,27,4,3,103,7,3,2.0,0.0,2.0,0.0,62.0,16.0,2.0,16.0,2.0,1
28,8088,4.0,12,0,2,43,3,2,0.0,0.0,0.0,0.0,28.0,7.0,0.0,7.0,0.0,0
29,17570,5.0,45,19,11,200,5,4,3.0,14.0,2.0,16.0,129.0,16.0,0.0,17.0,2.0,1
30,15430,4.0,6,0,1,33,3,4,0.0,0.0,0.0,0.0,22.0,4.0,0.0,4.0,2.0,1
31,9853,4.0,28,41,14,161,4,2,24.0,12.0,5.0,14.0,71.0,15.0,3.0,16.0,0.0,0
32,11209,4.0,24,2,7,121,7,14,0.0,0.0,1.0,2.0,63.0,23.0,0.0,24.0,7.0,1
33,1562,4.0,11,0,2,39,3,1,0.0,0.0,0.0,0.0,28.0,5.0,0.0,5.0,0.0,0
34,16780,3.0,5,0,3,35,2,2,0.0,0.0,0.0,0.0,24.0,5.0,0.0,5.0,0.0,1
35,14161,4.0,12,1,4,53,5,3,0.0,0.0,0.0,0.0,34.0,8.0,1.0,7.0,2.0,1
36,18962,4.0,16,0,3,59,7,3,0.0,0.0,0.0,0.0,36.0,10.0,0.0,10.0,2.0,1
37,5623,3.0,3,0,1,13,2,1,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0
38,17823,4.0,35,7,4,123,7,3,4.0,0.0,2.0,0.0,78.0,17.0,3.0,16.0,2.0,1
39,8452,3.0,18,0,1,50,3,5,0.0,0.0,0.0,0.0,35.0,7.0,0.0,7.0,0.0,0
40,6699,4.0,19,0,2,60,2,3,0.0,0.0,0.0,0.0,49.0,5.0,0.0,5.0,0.0,0
41,2755,4.0,14,0,2,42,4,1,0.0,0.0,0.0,0.0,31.0,5.0,0.0,5.0,0.0,0
42,3212,4.0,17,10,2,69,3,3,9.0,0.0,1.0,1.0,38.0,9.0,0.0,10.0,0.0,0
43,2694,4.0,18,0,4,50,5,1,0.0,0.0,0.0,0.0,33.0,8.0,0.0,8.0,0.0,0
44,17841,4.0,17,3,4,83,7,4,1.0,0.0,2.0,0.0,52.0,12.0,2.0,11.0,2.0,1
45,10934,4.0,22,0,5,58,1,0,0.0,0.0,0.0,0.0,47.0,5.0,0.0,5.0,0.0,1
46,17591,3.0,6,0,1,16,1,0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,1
47,10774,4.0,13,1,2,50,3,3,0.0,0.0,1.0,1.0,35.0,6.0,0.0,6.0,0.0,1
48,19939,4.0,19,3,3,75,7,3,1.0,0.0,1.0,1.0,46.0,11.0,1.0,11.0,2.0,1
49,4721,4.0,27,0,2,94,4,4,0.0,0.0,0.0,0.0,61.0,15.0,0.0,15.0,2.0,0
50,14530,4.0,7,1,3,41,3,3,0.0,0.0,1.0,1.0,26.0,5.0,0.0,6.0,1.0,1
51,15529,4.0,35,3,4,121,8,3,0.0,0.0,2.0,0.0,78.0,18.0,3.0,17.0,2.0,1
52,11506,4.0,24,27,2,119,7,5,19.0,8.0,0.0,7.0,60.0,11.0,1.0,10.0,2.0,1
53,10603,4.0,7,0,2,30,3,2,0.0,0.0,0.0,0.0,20.0,5.0,0.0,4.0,0.0,1
54,5965,4.0,9,5,2,34,2,2,4.0,0.0,1.0,1.0,20.0,3.0,0.0,4.0,0.0,0
55,12696,4.0,10,8,3,58,4,8,5.0,0.0,3.0,0.0,30.0,7.0,3.0,6.0,3.0,1
56,18057,4.0,31,9,3,136,8,3,5.0,0.0,3.0,1.0,81.0,20.0,3.0,20.0,2.0,1
57,62,4.0,14,0,2,49,2,3,0.0,0.0,0.0,0.0,38.0,5.0,0.0,5.0,0.0,0
58,15573,4.0,26,0,2,87,5,6,0.0,0.0,0.0,0.0,66.0,9.0,0.0,9.0,2.0,1
59,15936,4.0,8,23,1,54,3,5,17.0,6.0,0.0,6.0,13.0,5.0,0.0,4.0,2.0,1
60,4096,4.0,12,0,3,40,2,2,0.0,0.0,0.0,0.0,29.0,5.0,0.0,5.0,0.0,0
61,6459,3.0,5,0,1,16,2,1,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0,0
62,2213,3.0,12,0,2,28,2,2,0.0,0.0,0.0,0.0,19.0,4.0,0.0,4.0,0.0,0
63,7163,4.0,14,0,1,39,5,1,0.0,0.0,0.0,0.0,27.0,5.0,0.0,5.0,1.0,0
64,13130,3.0,1,10,3,26,3,3,5.0,1.0,4.0,1.0,6.0,1.0,4.0,1.0,2.0,1
65,3336,3.0,3,1,2,37,3,3,0.0,0.0,1.0,1.0,18.0,8.0,0.0,8.0,0.0,0
66,6930,5.0,17,26,2,115,5,2,18.0,8.0,0.0,8.0,66.0,7.0,0.0,6.0,1.0,0
67,11364,3.0,3,0,1,18,3,2,0.0,0.0,0.0,0.0,11.0,3.0,0.0,2.0,1.0,1
68,2348,4.0,13,0,2,36,3,2,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,0.0,0
69,10943,4.0,13,10,2,71,5,6,7.0,2.0,1.0,0.0,37.0,10.0,3.0,8.0,2.0,1
70,10727,3.0,4,0,1,15,1,0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,1
71,19037,4.0,9,3,3,37,5,1,2.0,0.0,0.0,0.0,20.0,7.0,1.0,6.0,0.0,1
72,15288,3.0,3,0,2,20,2,2,0.0,0.0,0.0,0.0,12.0,4.0,0.0,3.0,0.0,1
73,5146,4.0,17,10,2,71,4,4,9.0,0.0,0.0,0.0,45.0,8.0,1.0,7.0,0.0,0
74,8819,4.0,5,8,2,29,2,1,5.0,1.0,2.0,2.0,14.0,1.0,1.0,2.0,0.0,0
75,15952,4.0,19,4,3,71,3,6,0.0,4.0,0.0,4.0,44.0,8.0,0.0,8.0,2.0,1
76,19739,4.0,41,6,3,142,8,3,3.0,0.0,2.0,0.0,90.0,21.0,3.0,20.0,2.0,1
77,14050,4.0,12,0,4,57,3,6,0.0,0.0,0.0,0.0,36.0,9.0,0.0,9.0,2.0,1
78,13876,4.0,10,2,3,59,4,6,1.0,0.0,1.0,0.0,35.0,9.0,1.0,9.0,2.0,1
79,10904,4.0,27,2,2,88,4,6,0.0,0.0,2.0,0.0,67.0,7.0,2.0,7.0,2.0,1
80,15232,4.0,19,0,2,63,3,7,0.0,0.0,0.0,0.0,44.0,8.0,0.0,8.0,2.0,1
81,11503,3.0,8,2,2,41,4,5,1.0,0.0,1.0,0.0,24.0,6.0,1.0,5.0,2.0,1
82,15281,3.0,11,2,2,36,2,2,1.0,0.0,1.0,1.0,25.0,3.0,0.0,4.0,0.0,1
83,16025,3.0,1,1,2,11,1,0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,2.0,0.0,1
84,8709,4.0,8,2,2,33,2,2,1.0,1.0,0.0,1.0,21.0,4.0,0.0,4.0,0.0,0
85,11198,4.0,17,11,2,67,3,6,9.0,0.0,2.0,0.0,41.0,5.0,2.0,5.0,2.0,1
86,8694,3.0,10,0,1,28,2,1,0.0,0.0,0.0,0.0,24.0,2.0,0.0,1.0,0.0,0
87,2683,4.0,7,4,2,33,2,3,3.0,0.0,0.0,0.0,19.0,5.0,1.0,4.0,0.0,0
88,17427,3.0,5,0,2,32,3,3,0.0,0.0,0.0,0.0,21.0,4.0,0.0,4.0,2.0,1
89,8796,4.0,22,10,1,75,3,2,8.0,0.0,2.0,0.0,50.0,6.0,2.0,6.0,0.0,0
90,13115,4.0,19,0,3,67,4,3,0.0,0.0,0.0,0.0,48.0,8.0,0.0,8.0,2.0,1
91,14413,4.0,7,3,3,42,6,3,2.0,0.0,0.0,0.0,21.0,8.0,1.0,7.0,2.0,1
92,4422,3.0,14,0,2,34,2,3,0.0,0.0,0.0,0.0,23.0,5.0,0.0,5.0,0.0,0
93,15091,4.0,14,29,4,83,4,7,19.0,6.0,4.0,7.0,23.0,8.0,3.0,9.0,3.0,1
94,2679,3.0,18,0,1,46,3,3,0.0,0.0,0.0,0.0,36.0,5.0,0.0,4.0,0.0,0
95,16851,4.0,8,3,3,44,2,2,2.0,0.0,1.0,1.0,30.0,4.0,0.0,5.0,0.0,1
96,13423,4.0,36,7,4,137,7,3,4.0,0.0,2.0,0.0,86.0,20.0,3.0,19.0,2.0,1
97,7771,4.0,15,6,3,57,4,2,5.0,0.0,0.0,1.0,36.0,7.0,0.0,7.0,0.0,0
98,16802,4.0,20,0,3,65,3,5,0.0,0.0,0.0,0.0,48.0,7.0,0.0,7.0,2.0,1
99,1521,4.0,21,0,1,59,2,4,0.0,0.0,0.0,0.0,48.0,5.0,0.0,5.0,0.0,0
100,10098,3.0,10,0,2,35,3,3,0.0,0.0,0.0,0.0,24.0,4.0,0.0,4.0,2.0,1
101,7682,4.0,9,3,2,35,5,1,2.0,0.0,0.0,0.0,20.0,6.0,1.0,5.0,0.0,0
102,5030,3.0,9,0,1,24,2,2,0.0,0.0,0.0,0.0,18.0,3.0,0.0,2.0,0.0,0
103,12796,4.0,20,0,3,89,4,6,0.0,0.0,0.0,0.0,64.0,11.0,0.0,11.0,2.0,1
104,18484,4.0,6,0,4,36,3,3,0.0,0.0,0.0,0.0,21.0,6.0,0.0,6.0,2.0,1
105,18090,3.0,4,0,3,32,3,3,0.0,0.0,0.0,0.0,19.0,5.0,0.0,5.0,2.0,1
106,2527,4.0,11,6,3,59,3,3,4.0,0.0,2.0,0.0,36.0,7.0,2.0,7.0,0.0,0
107,19848,3.0,7,0,1,24,2,0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,2.0,0.0,1
108,3591,4.0,26,22,13,135,6,5,13.0,3.0,6.0,3.0,72.0,14.0,6.0,14.0,3.0,0
109,16436,4.0,8,1,4,50,5,3,0.0,0.0,0.0,0.0,31.0,8.0,1.0,7.0,2.0,1
110,15248,3.0,5,2,1,24,3,3,1.0,0.0,1.0,1.0,14.0,2.0,0.0,2.0,2.0,1
111,3905,3.0,13,0,2,36,3,2,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,0.0,0
112,13451,4.0,7,1,3,33,2,3,0.0,1.0,0.0,1.0,18.0,6.0,0.0,6.0,0.0,1
113,13088,4.0,3,10,3,32,3,4,6.0,0.0,4.0,0.0,11.0,2.0,4.0,2.0,2.0,1
114,1675,4.0,24,5,2,103,3,3,4.0,0.0,1.0,0.0,74.0,11.0,1.0,11.0,0.0,0
115,11805,4.0,9,0,2,38,3,4,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,2.0,1
116,10137,4.0,16,2,3,64,7,3,1.0,0.0,0.0,0.0,40.0,10.0,1.0,9.0,2.0,1
117,10730,4.0,56,7,3,197,8,3,3.0,0.0,3.0,0.0,126.0,29.0,4.0,28.0,3.0,1
118,9226,3.0,6,0,1,15,2,2,0.0,0.0,0.0,0.0,9.0,3.0,0.0,2.0,0.0,0
119,2056,4.0,12,0,4,50,2,6,0.0,0.0,0.0,0.0,29.0,10.0,0.0,10.0,0.0,0
120,15712,4.0,4,11,3,33,3,4,7.0,0.0,4.0,0.0,11.0,2.0,4.0,2.0,2.0,1
121,19013,3.0,4,0,3,23,2,1,0.0,0.0,0.0,0.0,14.0,4.0,0.0,4.0,0.0,1
122,2304,4.0,21,4,2,83,4,2,3.0,0.0,1.0,0.0,53.0,11.0,1.0,11.0,2.0,0
123,19152,4.0,7,8,3,47,3,6,5.0,0.0,3.0,0.0,19.0,8.0,3.0,8.0,0.0,1
124,4553,4.0,18,0,2,65,3,1,0.0,0.0,0.0,0.0,40.0,12.0,0.0,12.0,0.0,0
125,15175,4.0,23,2,4,86,7,3,0.0,0.0,1.0,0.0,53.0,14.0,2.0,13.0,2.0,1
126,7120,4.0,13,0,2,38,3,2,0.0,0.0,0.0,0.0,27.0,5.0,0.0,5.0,0.0,0
127,12409,4.0,5,4,2,27,2,2,3.0,0.0,0.0,1.0,14.0,4.0,0.0,4.0,0.0,1
128,16518,4.0,27,0,4,90,4,5,0.0,0.0,0.0,0.0,61.0,13.0,0.0,13.0,2.0,1
129,9844,2.0,0,1,2,10,2,1,0.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0
130,19448,4.0,10,5,5,49,1,0,2.0,3.0,0.0,3.0,30.0,5.0,0.0,5.0,0.0,1
131,9785,4.0,8,2,1,41,3,3,0.0,2.0,0.0,2.0,22.0,7.0,0.0,7.0,0.0,0
132,5346,3.0,9,0,1,27,2,1,0.0,0.0,0.0,0.0,23.0,2.0,0.0,1.0,0.0,0
133,13236,4.0,11,0,2,43,3,3,0.0,0.0,0.0,0.0,32.0,4.0,0.0,4.0,2.0,1
134,18486,4.0,4,10,3,33,3,4,6.0,0.0,4.0,0.0,12.0,2.0,4.0,2.0,2.0,1
135,5361,3.0,6,0,1,23,3,1,0.0,0.0,0.0,0.0,17.0,3.0,0.0,2.0,0.0,0
136,5284,3.0,11,0,2,27,2,1,0.0,0.0,0.0,0.0,21.0,3.0,0.0,2.0,0.0,0
137,14826,3.0,7,0,1,19,1,0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,1
138,1896,4.0,10,0,1,36,3,2,0.0,0.0,0.0,0.0,27.0,4.0,0.0,4.0,0.0,0
139,15750,4.0,11,1,4,42,4,2,0.0,1.0,0.0,0.0,24.0,7.0,1.0,6.0,2.0,1
140,8810,4.0,20,6,2,87,3,3,4.0,0.0,2.0,1.0,53.0,12.0,1.0,13.0,0.0,0
141,4429,4.0,16,15,1,56,3,3,14.0,0.0,0.0,0.0,29.0,6.0,1.0,5.0,0.0,0
142,15236,3.0,11,0,4,32,2,0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,5.0,0.0,1
143,18364,4.0,57,8,2,182,7,3,5.0,0.0,3.0,0.0,113.0,28.0,3.0,27.0,2.0,1
144,15690,4.0,17,20,3,92,6,6,12.0,7.0,0.0,8.0,38.0,12.0,0.0,12.0,2.0,1
145,3774,3.0,13,0,2,42,2,3,0.0,0.0,0.0,0.0,31.0,5.0,0.0,5.0,0.0,0
146,10071,3.0,0,17,3,29,3,3,12.0,0.0,5.0,0.0,3.0,1.0,5.0,0.0,2.0,1
147,3316,3.0,6,0,1,17,2,1,0.0,0.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0
148,8132,4.0,25,0,1,84,4,4,0.0,0.0,0.0,0.0,55.0,13.0,0.0,13.0,2.0,0
149,14619,4.0,4,12,3,34,3,4,7.0,0.0,4.0,1.0,11.0,2.0,4.0,2.0,2.0,1
150,5291,3.0,7,0,2,22,2,1,0.0,0.0,0.0,0.0,16.0,3.0,0.0,2.0,0.0,0
151,16988,4.0,49,8,3,165,8,3,4.0,1.0,2.0,0.0,97.0,28.0,4.0,26.0,2.0,1
152,17369,4.0,13,4,3,65,7,3,1.0,0.0,2.0,1.0,36.0,10.0,2.0,10.0,2.0,1
153,16189,4.0,14,0,2,48,4,3,0.0,0.0,0.0,0.0,33.0,6.0,0.0,6.0,2.0,1
154,17500,4.0,35,4,1,139,7,5,2.0,0.0,2.0,0.0,89.0,21.0,2.0,20.0,2.0,1
155,11426,3.0,8,0,3,37,2,2,0.0,0.0,0.0,0.0,26.0,5.0,0.0,5.0,0.0,1
156,4221,4.0,6,2,1,31,4,1,1.0,1.0,0.0,1.0,19.0,4.0,0.0,4.0,0.0,0
157,17363,4.0,11,0,3,44,2,2,0.0,0.0,0.0,0.0,33.0,5.0,0.0,5.0,0.0,1
158,12359,3.0,12,0,2,53,3,7,0.0,0.0,0.0,0.0,34.0,8.0,0.0,8.0,2.0,1
159,4424,4.0,14,0,3,62,3,5,0.0,0.0,0.0,0.0,43.0,9.0,0.0,9.0,0.0,0
160,8455,4.0,13,4,3,41,3,2,3.0,0.0,0.0,0.0,23.0,7.0,1.0,6.0,0.0,0
161,19847,4.0,25,5,2,92,8,3,3.0,0.0,2.0,0.0,56.0,13.0,2.0,13.0,2.0,1
162,13932,4.0,15,1,6,63,3,4,0.0,1.0,0.0,1.0,40.0,9.0,0.0,9.0,2.0,1
163,1615,3.0,11,0,1,27,2,1,0.0,0.0,0.0,0.0,22.0,2.0,0.0,2.0,0.0,0
164,18422,5.0,32,50,2,203,8,7,28.0,19.0,2.0,20.0,96.0,16.0,2.0,16.0,3.0,1
165,8470,4.0,16,19,1,85,3,5,14.0,0.0,5.0,0.0,42.0,9.0,5.0,9.0,0.0,0
166,3973,4.0,20,32,1,103,3,3,20.0,11.0,0.0,11.0,42.0,9.0,1.0,8.0,0.0,0
167,17330,4.0,12,21,1,63,3,5,14.0,7.0,0.0,6.0,23.0,5.0,1.0,4.0,2.0,1
168,5567,4.0,25,7,2,85,3,3,6.0,0.0,1.0,0.0,56.0,10.0,1.0,10.0,0.0,0
169,18215,4.0,14,1,3,62,4,3,0.0,1.0,0.0,1.0,41.0,8.0,0.0,8.0,2.0,1
170,1598,3.0,6,0,1,20,3,1,0.0,0.0,0.0,0.0,14.0,3.0,0.0,2.0,0.0,0
171,18758,4.0,5,0,4,27,3,1,0.0,0.0,0.0,0.0,14.0,6.0,0.0,6.0,0.0,1
172,10584,4.0,14,0,3,44,3,3,0.0,0.0,0.0,0.0,31.0,5.0,0.0,5.0,2.0,1
173,1803,3.0,8,0,1,20,2,1,0.0,0.0,0.0,0.0,16.0,2.0,0.0,1.0,0.0,0
174,18037,4.0,11,0,3,43,2,2,0.0,0.0,0.0,0.0,32.0,5.0,0.0,5.0,0.0,1
175,10212,4.0,17,1,3,68,3,7,0.0,0.0,0.0,0.0,47.0,9.0,1.0,8.0,2.0,1
176,18043,3.0,15,0,2,38,3,2,0.0,0.0,0.0,0.0,27.0,5.0,0.0,5.0,0.0,1
177,9946,3.0,11,0,1,28,2,1,0.0,0.0,0.0,0.0,23.0,2.0,0.0,2.0,0.0,0
178,16700,4.0,10,9,4,72,6,8,5.0,0.0,3.0,3.0,31.0,12.0,1.0,14.0,2.0,1
179,7015,4.0,27,8,6,121,8,5,0.0,6.0,2.0,2.0,58.0,21.0,6.0,17.0,8.0,0
180,8850,4.0,5,7,3,38,2,4,4.0,0.0,3.0,0.0,19.0,4.0,3.0,4.0,0.0,0
181,7202,3.0,10,0,1,28,2,1,0.0,0.0,0.0,0.0,24.0,2.0,0.0,1.0,0.0,0
182,1732,4.0,16,6,3,78,3,3,4.0,0.0,2.0,0.0,47.0,11.0,2.0,11.0,0.0,0
183,10363,4.0,31,6,3,112,7,3,3.0,0.0,2.0,0.0,70.0,16.0,3.0,15.0,2.0,1
184,772,3.0,13,0,1,40,2,4,0.0,0.0,0.0,0.0,29.0,5.0,0.0,5.0,0.0,0
185,8599,4.0,17,20,1,87,3,12,10.0,6.0,3.0,6.0,38.0,9.0,4.0,8.0,2.0,0
186,17768,4.0,9,1,2,29,2,3,0.0,0.0,1.0,1.0,18.0,4.0,0.0,4.0,0.0,1
187,13073,3.0,8,0,1,22,1,0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,0.0,1
188,2332,3.0,10,0,2,29,2,2,0.0,0.0,0.0,0.0,20.0,4.0,0.0,4.0,0.0,0
189,11109,4.0,21,3,3,80,6,7,1.0,0.0,1.0,0.0,50.0,12.0,2.0,11.0,2.0,1
190,16685,4.0,7,0,2,40,3,4,0.0,0.0,0.0,0.0,27.0,5.0,0.0,5.0,2.0,1
191,6443,4.0,29,0,1,101,3,2,0.0,0.0,0.0,0.0,73.0,14.0,0.0,13.0,0.0,0
192,394,3.0,9,0,2,32,3,2,0.0,0.0,0.0,0.0,21.0,5.0,0.0,5.0,0.0,0
193,12052,4.0,11,9,4,74,5,8,5.0,0.0,3.0,3.0,37.0,10.0,1.0,12.0,2.0,1
194,3427,4.0,15,33,1,89,4,8,25.0,3.0,4.0,2.0,32.0,8.0,6.0,6.0,2.0,0
195,14341,4.0,29,6,3,106,8,3,3.0,0.0,2.0,0.0,64.0,16.0,3.0,15.0,2.0,1
196,2595,3.0,7,0,1,21,2,1,0.0,0.0,0.0,0.0,16.0,2.0,0.0,2.0,0.0,0
197,12176,4.0,37,12,3,140,8,3,7.0,0.0,4.0,0.0,82.0,20.0,5.0,19.0,2.0,1
198,4948,4.0,17,0,2,52,3,2,0.0,0.0,0.0,0.0,37.0,7.0,0.0,7.0,0.0,0
199,5125,4.0,20,0,2,73,3,4,0.0,0.0,0.0,0.0,52.0,10.0,0.0,10.0,0.0,0
200,11199,4.0,13,0,3,53,4,4,0.0,0.0,0.0,0.0,28.0,11.0,0.0,11.0,2.0,1
201,6919,4.0,24,0,2,70,5,2,0.0,0.0,0.0,0.0,49.0,10.0,0.0,9.0,1.0,0
202,17235,4.0,14,5,3,52,4,4,4.0,1.0,0.0,0.0,30.0,7.0,1.0,6.0,2.0,1
203,16983,4.0,5,0,2,29,3,3,0.0,0.0,0.0,0.0,18.0,4.0,0.0,4.0,2.0,1
204,13094,4.0,31,3,3,118,8,3,0.0,0.0,2.0,0.0,71.0,20.0,3.0,19.0,2.0,1
205,12523,4.0,16,47,1,157,5,3,10.0,1.0,36.0,27.0,28.0,8.0,10.0,33.0,3.0,1
206,7592,3.0,24,120,1,338,5,6,25.0,1.0,93.0,73.0,19.0,10.0,22.0,81.0,13.0,0
207,8868,3.0,6,0,1,20,2,1,0.0,0.0,0.0,0.0,16.0,2.0,0.0,1.0,0.0,0
208,5717,4.0,18,2,3,62,4,1,1.0,0.0,1.0,0.0,44.0,6.0,1.0,6.0,2.0,0
209,11682,4.0,8,2,3,35,2,2,1.0,0.0,1.0,1.0,22.0,4.0,0.0,5.0,0.0,1
210,2029,4.0,14,12,2,57,3,7,8.0,0.0,4.0,0.0,27.0,7.0,4.0,6.0,0.0,0
211,15446,4.0,32,3,3,118,7,3,1.0,0.0,2.0,0.0,77.0,17.0,2.0,16.0,2.0,1
212,19850,4.0,9,0,3,35,3,3,0.0,0.0,0.0,0.0,22.0,5.0,0.0,5.0,2.0,1
213,2057,4.0,18,6,1,64,3,3,4.0,1.0,0.0,2.0,40.0,8.0,0.0,8.0,0.0,0
214,18625,4.0,37,0,3,125,8,4,0.0,0.0,0.0,0.0,88.0,17.0,0.0,17.0,2.0,1
215,10021,4.0,17,0,2,49,3,5,0.0,0.0,0.0,0.0,35.0,6.0,0.0,5.0,2.0,1
216,13732,4.0,2,0,2,37,4,3,0.0,0.0,0.0,0.0,22.0,6.0,0.0,6.0,2.0,1
217,4237,4.0,18,2,1,52,3,4,1.0,0.0,1.0,0.0,33.0,8.0,1.0,7.0,0.0,0
218,10369,4.0,7,0,3,30,2,3,0.0,0.0,0.0,0.0,18.0,6.0,0.0,5.0,0.0,1
219,19428,4.0,9,4,5,58,1,0,0.0,4.0,0.0,4.0,39.0,5.0,0.0,5.0,0.0,1
220,4723,4.0,10,8,1,43,3,3,7.0,0.0,1.0,0.0,25.0,4.0,1.0,4.0,0.0,0
221,19718,4.0,17,3,1,58,3,4,1.0,0.0,2.0,0.0,38.0,7.0,2.0,7.0,0.0,1
222,12122,4.0,13,0,3,56,4,3,0.0,0.0,0.0,0.0,37.0,8.0,0.0,8.0,2.0,1
223,8499,3.0,4,0,3,21,2,1,0.0,0.0,0.0,0.0,12.0,4.0,0.0,4.0,0.0,0
224,14263,4.0,60,94,10,308,8,9,61.0,30.0,2.0,32.0,121.0,26.0,1.0,27.0,7.0,1
225,871,3.0,16,0,1,45,3,3,0.0,0.0,0.0,0.0,35.0,5.0,0.0,4.0,0.0,0
226,2816,4.0,18,4,2,55,3,2,3.0,0.0,1.0,0.0,35.0,7.0,1.0,7.0,0.0,0
227,14584,3.0,7,0,1,21,3,2,0.0,0.0,0.0,0.0,13.0,4.0,0.0,3.0,0.0,1
228,17358,4.0,21,1,2,69,7,3,0.0,0.0,0.0,0.0,44.0,11.0,1.0,10.0,2.0,1
229,10083,4.0,18,1,1,64,7,3,0.0,0.0,0.0,0.0,45.0,8.0,1.0,7.0,2.0,1
230,13093,3.0,14,0,3,47,3,2,0.0,0.0,0.0,0.0,34.0,6.0,0.0,6.0,0.0,1
231,4098,4.0,10,12,2,42,5,1,11.0,0.0,0.0,0.0,18.0,6.0,1.0,5.0,0.0,0
232,13571,4.0,22,4,2,81,8,3,2.0,0.0,1.0,0.0,48.0,13.0,2.0,12.0,2.0,1
233,13387,2.0,4,0,1,18,1,0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,1
234,8382,4.0,15,0,1,50,3,2,0.0,0.0,0.0,0.0,33.0,8.0,0.0,8.0,0.0,0
235,6951,3.0,8,0,3,22,2,1,0.0,0.0,0.0,0.0,14.0,4.0,0.0,3.0,0.0,0
